16,03	50,5
16,07	63
16,11	58
16,15	58,5
16,19	44
16,23	55
16,27	50,5
16,31	52
16,35	53
16,39	61
16,43	66
16,47	50
16,51	53,5
16,55	67
16,59	60
16,63	57,5
16,67	56,5
16,71	51,5
16,75	57,5
16,79	58
16,83	56
16,87	59,5
16,91	54,5
16,95	66,5
16,99	56,5
17,03	57,5
17,07	65,5
17,11	66,5
17,15	52
17,19	65,5
17,23	67
17,27	61
17,31	57,5
17,35	53,5
17,39	52,5
17,43	59
17,47	63,5
17,51	61,5
17,55	60,5
17,59	62
17,63	79
17,67	63
17,71	75
17,75	81
17,79	92
17,83	95,5
17,87	100,5
17,91	133
17,95	152
17,99	187,5
18,03	218,5
18,07	231
18,11	246
18,15	258
18,19	235,5
18,23	194
18,27	184,5
18,31	153,5
18,35	128,5
18,39	106
18,43	91
18,47	89
18,51	73,5
18,55	71
18,59	66,5
18,63	67,5
18,67	57,5
18,71	69
18,75	57
18,79	60,5
18,83	61,5
18,87	60,5
18,91	59,5
18,95	48,5
18,99	56,5
19,03	55
19,07	51
19,11	54
19,15	60
19,19	48,5
19,23	51
19,27	61,5
19,31	57,5
19,35	53,5
19,39	52
19,43	54
19,47	49,5
19,51	57
19,55	50
19,59	52
19,63	57
19,67	53,5
19,71	51
19,75	47
19,79	50,5
19,83	54,5
19,87	58
19,91	52,5
19,95	57,5
19,99	61
20,03	57,5
20,07	60,5
20,11	53,5
20,15	53
20,19	55
20,23	53
20,27	53,5
20,31	56,5
20,35	54,5
20,39	52,5
20,43	43
20,47	47
20,51	51,5
20,55	44,5
20,59	52
20,63	50,5
20,67	62
20,71	62,5
20,75	62,5
20,79	73
20,83	63
20,87	63
20,91	75,5
20,95	71
20,99	73,5
21,03	65,5
21,07	72,5
21,11	70
21,15	66,5
21,19	63
21,23	48
21,27	51,5
21,31	54,5
21,35	49,5
21,39	52
21,43	53
21,47	46
21,51	55
21,55	50,5
21,59	53,5
21,63	43,5
21,67	54,5
21,71	47
21,75	43
21,79	53,5
21,83	50
21,87	52
21,91	42,5
21,95	42
21,99	48,5
22,03	43
22,07	47
22,11	50,5
22,15	51
22,19	37,5
22,23	40,5
22,27	58
22,31	55,5
22,35	55
22,39	55,5
22,43	43,5
22,47	47,5
22,51	46,5
22,55	47
22,59	49,5
22,63	43,5
22,67	48
22,71	39
22,75	54,5
22,79	39
22,83	47,5
22,87	38
22,91	46
22,95	52,5
22,99	44,5
23,03	45,5
23,07	49
23,11	42,5
23,15	46,5
23,19	39
23,23	42,5
23,27	41,5
23,31	46
23,35	49,5
23,39	41
23,43	39,5
23,47	36
23,51	41
23,55	43,5
23,59	38,5
23,63	34,5
23,67	34,5
23,71	42
23,75	41,5
23,79	48,5
23,83	48
23,87	46,5
23,91	48
23,95	44,5
23,99	43,5
24,03	41
24,07	38
24,11	47
24,15	46
24,19	41,5
24,23	42,5
24,27	42,5
24,31	43
24,35	46,5
24,39	49,5
24,43	41,5
24,47	41,5
24,51	45,5
24,55	37,5
24,59	40
24,63	43
24,67	39,5
24,71	43,5
24,75	48
24,79	37
24,83	44,5
24,87	39,5
24,91	42
24,95	33,5
24,99	45,5
25,03	38,5
25,07	47,5
25,11	39
25,15	39,5
25,19	41
25,23	38,5
25,27	40,5
25,31	37
25,35	38
25,39	39,5
25,43	36
25,47	41,5
25,51	44,5
25,55	41,5
25,59	38
25,63	41,5
25,67	45,5
25,71	39
25,75	41
25,79	39,5
25,83	40
25,87	39
25,91	35,5
25,95	44
25,99	39
26,03	40
26,07	40,5
26,11	35
26,15	37
26,19	33
26,23	38
26,27	39,5
26,31	32,5
26,35	44,5
26,39	37
26,43	37
26,47	44
26,51	35,5
26,55	43,5
26,59	37,5
26,63	38
